order_id,order_date,day,order_hour,city,chai_type,size,quantity,unit_price,discount_percent,total_amount,payment_method,customer_type,order_mode,weather,temperature_c,customer_rating,prep_time_min,sugar_level,milk_type,repeat_customer
CHAI1154,2026-05-18,Monday,19,Udaipur,Lemon Tea,Small,1,30,20,24.0,Cash,Student,Takeaway,Rainy,23.4,4.0,9.8,Extra,Toned,No
CHAI1155,2026-01-27,Tuesday,19,Udaipur,Kesar Chai,Small,5,45,0,225.0,UPI,Student,Takeaway,Sunny,33.7,5.0,12.0,Extra,Toned,Yes
CHAI1156,2026-02-22,Sunday,11,Indore,Kesar Chai,Large,2,65,20,104.0,Cash,Office Worker,Dine-in,Rainy,23.7,4.0,11.8,No Sugar,Toned,No
CHAI1157,2026-01-16,Friday,14,Mumbai,Lemon Tea,Large,1,50,5,47.5,UPI,Tourist,Delivery,Cold,9.4,5.0,6.4,No Sugar,Regular,No
CHAI1158,2026-05-12,Tuesday,18,Udaipur,Lemon Tea,Medium,3,40,5,114.0,Wallet,Tourist,Takeaway,Sunny,35.7,5.0,12.1,Extra,Toned,No
CHAI1159,2026-02-24,Tuesday,19,Ahmedabad,Chocolate Chai,Small,3,50,5,142.5,Cash,Office Worker,Takeaway,Cold,11.4,2.0,5.3,Extra,Regular,Yes
CHAI1160,2026-02-10,Tuesday,9,Kota,Chocolate Chai,Medium,5,60,15,255.0,UPI,Office Worker,Delivery,Rainy,26.7,3.0,9.0,No Sugar,Full Cream,Yes
CHAI1161,2026-01-14,Wednesday,10,Pune,Kulhad Chai,Medium,2,45,0,90.0,UPI,Student,Takeaway,Sunny,29.7,4.0,9.8,No Sugar,Regular,No
CHAI1162,2026-01-31,Saturday,21,Pune,Kulhad Chai,Medium,1,45,0,45.0,UPI,Student,Dine-in,Rainy,21.0,5.0,10.9,Less,Regular,Yes
CHAI1163,2026-06-06,Saturday,8,Mumbai,Elaichi Chai,Medium,2,40,0,80.0,Card,Other,Takeaway,Cloudy,29.9,3.0,10.3,Normal,No Milk,No
CHAI1164,2026-02-05,Thursday,10,Indore,Kesar Chai,Small,1,45,0,45.0,Cash,Student,Delivery,Rainy,23.2,5.0,5.7,No Sugar,Toned,No
CHAI1165,2026-04-09,Thursday,9,Delhi,Adrak Chai,Small,2,25,10,45.0,Cash,Student,Delivery,Rainy,21.9,4.0,8.6,Less,No Milk,Yes
CHAI1166,2026-01-05,Monday,19,Jaipur,Adrak Chai,Small,1,25,5,23.75,Card,Local,Takeaway,Hot,37.0,3.0,7.8,Less,Full Cream,Yes
CHAI1167,2026-03-21,Saturday,11,Mumbai,Adrak Chai,Medium,1,35,10,31.5,Cash,Local,Takeaway,Sunny,32.4,5.0,3.5,No Sugar,No Milk,Yes
CHAI1168,2026-04-27,Monday,14,Mumbai,Masala Chai,Small,2,25,0,50.0,UPI,Office Worker,Takeaway,Cloudy,30.5,5.0,10.2,Less,Full Cream,
CHAI1169,2026-03-10,Tuesday,17,Kota,Adrak Chai,Medium,1,35,0,35.0,UPI,Student,Dine-in,Hot,32.9,4.0,7.5,Less,Full Cream,Yes
CHAI1170,2026-03-07,Saturday,10,Delhi,Adrak Chai,Large,2,45,0,90.0,UPI,Other,Dine-in,Sunny,24.6,5.0,5.3,No Sugar,No Milk,Yes
CHAI1171,2026-03-24,Tuesday,17,Indore,Kesar Chai,Medium,2,55,0,110.0,Card,Other,Dine-in,Hot,42.8,5.0,12.5,Extra,Regular,No
CHAI1172,2026-03-14,Saturday,18,Jaipur,Lemon Tea,Small,2,30,0,60.0,UPI,Tourist,Takeaway,Rainy,24.2,4.0,8.1,Less,Toned,Yes
CHAI1173,2026-01-02,Friday,20,Jaipur,Kulhad Chai,Small,2,35,0,70.0,Wallet,Student,Takeaway,Cold,15.4,4.0,12.5,Extra,No Milk,Yes
CHAI1174,2026-02-06,Friday,16,Kota,Lemon Tea,Small,4,30,0,120.0,Cash,Tourist,Takeaway,Sunny,25.1,5.0,5.8,No Sugar,No Milk,Yes
CHAI1175,2026-03-02,Monday,10,Kota,Lemon Tea,Small,1,30,0,30.0,Cash,Tourist,Dine-in,Rainy,18.7,5.0,8.3,Less,Regular,Yes
CHAI1176,2026-04-26,Sunday,11,Ahmedabad,Chocolate Chai,Small,1,50,0,50.0,Wallet,Office Worker,Takeaway,Cold,16.5,5.0,5.7,No Sugar,Toned,No
CHAI1177,2026-02-07,Saturday,7,Kota,Adrak Chai,Medium,4,35,10,126.0,UPI,Tourist,Dine-in,Cloudy,30.5,4.0,10.1,No Sugar,No Milk,Yes
CHAI1178,2026-02-05,Thursday,16,Pune,Adrak Chai,Small,3,25,15,63.75,UPI,Local,Dine-in,Sunny,31.0,3.0,13.4,Less,No Milk,Yes
CHAI1179,2026-01-24,Saturday,14,Jaipur,Green Tea,Small,4,40,5,152.0,UPI,Other,Takeaway,Cold,8.3,3.0,7.0,Less,Full Cream,No
CHAI1180,2026-04-25,Saturday,14,Pune,Elaichi Chai,Small,2,30,0,60.0,Cash,Local,Dine-in,Hot,32.7,3.0,5.5,Less,Regular,No
CHAI1181,2026-04-02,Thursday,10,Ahmedabad,Chocolate Chai,Medium,2,60,10,108.0,UPI,Office Worker,Dine-in,Hot,32.4,4.0,11.0,Extra,Full Cream,Yes
CHAI1182,2026-02-10,Tuesday,12,Jaipur,Adrak Chai,Small,1,25,20,20.0,Cash,Office Worker,Takeaway,Cold,17.4,,5.1,Normal,Full Cream,Yes
CHAI1183,2026-06-30,Tuesday,14,Pune,Green Tea,Large,2,60,0,120.0,Card,Local,Takeaway,Cloudy,20.4,4.0,3.9,Extra,Regular,No
CHAI1184,2026-06-07,Sunday,16,Mumbai,Kesar Chai,Large,1,65,0,65.0,Card,Tourist,Dine-in,Cloudy,27.8,3.0,7.7,Normal,Regular,No
CHAI1185,2026-06-30,Tuesday,19,Ahmedabad,Kulhad Chai,Medium,1,45,0,45.0,UPI,Office Worker,Takeaway,Cold,14.4,4.0,9.4,Normal,Toned,Yes
CHAI1186,2026-04-07,Tuesday,7,Mumbai,Lemon Tea,Medium,1,40,0,40.0,Cash,Other,Dine-in,Hot,34.2,5.0,8.5,No Sugar,No Milk,Yes
CHAI1187,2026-03-26,Thursday,14,Mumbai,Adrak Chai,Small,5,25,0,125.0,Cash,Student,Delivery,Rainy,18.1,5.0,9.0,No Sugar,Regular,Yes
CHAI1188,2026-04-09,Thursday,8,Kota,Chocolate Chai,Medium,4,60,10,216.0,UPI,Local,Dine-in,Cold,16.3,4.0,11.9,Less,Toned,No
CHAI1189,2026-01-19,Monday,18,Delhi,Masala Chai,Small,1,25,15,21.25,UPI,Office Worker,Delivery,Cloudy,20.8,5.0,6.0,Extra,Regular,No
CHAI1190,2026-06-17,Wednesday,18,Jaipur,Elaichi Chai,Medium,1,40,15,34.0,UPI,Office Worker,Delivery,Cold,13.5,4.0,8.9,Normal,Toned,Yes
CHAI1191,2026-01-13,Tuesday,20,Mumbai,Kulhad Chai,Medium,3,45,5,128.25,UPI,Student,Takeaway,Rainy,24.6,3.0,4.6,Less,Full Cream,Yes
CHAI1192,2026-05-02,Saturday,13,Udaipur,Adrak Chai,Small,1,25,15,21.25,Card,Tourist,Dine-in,Hot,34.2,4.0,7.0,Normal,No Milk,No
CHAI1193,2026-03-09,Monday,19,Mumbai,Kesar Chai,Large,2,65,20,104.0,Cash,Student,Dine-in,Rainy,23.4,4.0,8.7,Extra,No Milk,No
CHAI1194,2026-05-27,Wednesday,9,Jaipur,Kesar Chai,Medium,1,55,10,49.5,UPI,Other,Takeaway,Hot,33.4,3.0,11.9,Less,Toned,
CHAI1195,2026-01-11,Sunday,12,Pune,Kulhad Chai,Small,2,35,15,59.5,Wallet,Office Worker,Delivery,Rainy,27.1,2.0,7.2,Extra,Full Cream,No
CHAI1196,2026-05-14,Thursday,16,Kota,Chocolate Chai,Large,1,70,15,59.5,UPI,Office Worker,Dine-in,Hot,41.1,5.0,8.1,No Sugar,Full Cream,No
CHAI1197,2026-04-16,Thursday,16,Udaipur,Lemon Tea,Medium,2,40,0,80.0,UPI,Tourist,Dine-in,Hot,40.2,4.0,11.6,Less,Regular,No
CHAI1198,2026-03-10,Tuesday,20,Indore,Green Tea,Small,3,40,0,120.0,UPI,Local,Delivery,Sunny,26.7,5.0,11.4,Normal,Full Cream,No
CHAI1199,2026-06-04,Thursday,15,Kota,Adrak Chai,Small,1,25,0,25.0,Cash,Other,Delivery,Sunny,33.5,5.0,6.6,No Sugar,Toned,Yes
CHAI1200,2026-02-21,Saturday,15,Ahmedabad,Masala Chai,Small,1,25,15,21.25,Cash,Tourist,Dine-in,Cold,12.0,5.0,5.2,Extra,No Milk,Yes
CHAI1201,2026-05-02,Saturday,7,Indore,Green Tea,Small,3,40,0,120.0,Cash,Student,Dine-in,Cold,9.6,5.0,12.1,Less,Toned,No
CHAI1202,2026-06-16,Tuesday,19,Jaipur,Kulhad Chai,Medium,3,45,0,135.0,UPI,Office Worker,Takeaway,Hot,32.1,5.0,7.1,Normal,No Milk,No
CHAI1203,2026-03-31,Tuesday,15,Kota,Chocolate Chai,Small,1,50,5,47.5,Cash,Student,Takeaway,Rainy,24.5,4.0,4.0,No Sugar,Full Cream,No
CHAI1204,2026-06-13,Saturday,19,Indore,Green Tea,Large,1,60,10,54.0,UPI,Other,Takeaway,Sunny,34.3,4.0,5.9,Less,Regular,No
CHAI1205,2026-03-17,Tuesday,18,Jaipur,Lemon Tea,Large,1,50,5,47.5,Cash,Other,Takeaway,Rainy,25.1,5.0,7.3,Normal,Full Cream,Yes
CHAI1206,2026-06-18,Thursday,17,Indore,Elaichi Chai,Small,1,30,5,28.5,Cash,Other,Takeaway,Cloudy,29.9,4.0,5.0,Normal,No Milk,No
CHAI1207,2026-04-06,Monday,8,Delhi,Lemon Tea,Medium,1,40,0,40.0,UPI,Other,Takeaway,Hot,37.7,3.0,9.1,Normal,No Milk,Yes
CHAI1208,2026-02-08,Sunday,12,Udaipur,Elaichi Chai,Large,1,50,0,50.0,UPI,Office Worker,Takeaway,Cold,14.3,5.0,3.0,Normal,Toned,Yes
CHAI1209,2026-05-28,Thursday,13,Delhi,Elaichi Chai,Medium,2,40,0,80.0,UPI,Local,Takeaway,Cold,17.7,2.0,5.5,Normal,Regular,No
CHAI1210,2026-05-16,Saturday,13,Pune,Kesar Chai,Small,1,45,0,45.0,UPI,Tourist,Dine-in,Sunny,30.0,2.0,3.4,Normal,No Milk,No
CHAI1211,2026-04-22,Wednesday,7,Ahmedabad,Elaichi Chai,Small,3,30,10,81.0,Cash,Office Worker,Delivery,Cold,10.3,3.0,11.0,Less,Regular,No
CHAI1212,2026-06-16,Tuesday,7,Jaipur,Masala Chai,Medium,2,35,0,70.0,Cash,Student,Takeaway,Sunny,32.3,4.0,8.6,Extra,Toned,Yes
CHAI1213,2026-06-27,Saturday,15,Indore,Masala Chai,Small,2,25,0,50.0,Cash,Office Worker,Dine-in,Sunny,32.6,3.0,4.7,Less,Toned,No
CHAI1214,2026-05-14,Thursday,12,Mumbai,Kesar Chai,Medium,1,55,0,55.0,UPI,Local,Delivery,Cold,10.3,3.0,4.0,Extra,Toned,Yes
CHAI1215,2026-05-11,Monday,11,Indore,Adrak Chai,Medium,1,35,0,35.0,Cash,Local,Delivery,Rainy,22.6,3.0,3.4,Normal,Full Cream,No
CHAI1216,2026-04-20,Monday,12,Jaipur,Adrak Chai,Small,2,25,0,50.0,UPI,Office Worker,Takeaway,Cloudy,23.9,5.0,11.6,No Sugar,Full Cream,No
CHAI1217,2026-02-16,Monday,8,Indore,Adrak Chai,Medium,4,35,10,126.0,Card,Local,Takeaway,Cloudy,21.5,5.0,12.7,No Sugar,No Milk,No
CHAI1218,2026-05-26,Tuesday,8,Ahmedabad,Chocolate Chai,Small,1,50,0,50.0,Cash,Office Worker,Takeaway,Cold,16.9,2.0,8.9,No Sugar,Toned,No
CHAI1219,2026-05-13,Wednesday,21,Udaipur,Adrak Chai,Medium,2,35,0,70.0,UPI,Local,Dine-in,Hot,43.9,5.0,5.1,Extra,No Milk,Yes
CHAI1220,2026-01-20,Tuesday,13,Indore,Chocolate Chai,Small,1,50,0,50.0,UPI,Office Worker,Takeaway,Cold,16.2,4.0,8.2,No Sugar,No Milk,No
CHAI1221,2026-03-22,Sunday,7,Jaipur,Adrak Chai,Large,2,45,10,81.0,UPI,Local,Dine-in,Hot,41.9,,9.4,Less,No Milk,No
CHAI1222,2026-04-04,Saturday,18,Ahmedabad,Masala Chai,Large,3,45,0,135.0,Cash,Other,Takeaway,Rainy,22.5,5.0,4.4,Normal,Full Cream,No
CHAI1223,2026-06-29,Monday,10,Mumbai,Adrak Chai,Small,1,25,15,21.25,Card,Local,Dine-in,Hot,34.3,4.0,7.1,Less,Full Cream,Yes
CHAI1224,2026-04-17,Friday,15,Delhi,Masala Chai,Large,3,45,0,135.0,Cash,Local,Takeaway,Hot,33.6,4.0,4.8,Extra,No Milk,Yes
CHAI1225,2026-06-27,Saturday,21,Kota,Elaichi Chai,Medium,1,40,20,32.0,Cash,Other,Delivery,Hot,36.6,5.0,9.9,Normal,No Milk,No
CHAI1226,2026-03-17,Tuesday,17,Indore,Chocolate Chai,Large,1,70,0,70.0,Card,Other,Delivery,Hot,34.6,5.0,9.2,Less,Toned,No
CHAI1227,2026-01-30,Friday,19,Kota,Green Tea,Medium,2,50,0,100.0,Cash,Other,Dine-in,Cold,8.1,4.0,4.2,No Sugar,Toned,No
CHAI1228,2026-02-11,Wednesday,7,Jaipur,Lemon Tea,Medium,1,40,0,40.0,Cash,Tourist,Dine-in,Hot,36.3,4.0,9.1,Less,No Milk,Yes
CHAI1229,2026-05-11,Monday,7,Kota,Lemon Tea,Medium,1,40,0,40.0,UPI,Tourist,Delivery,Sunny,32.9,5.0,10.7,Extra,Toned,No
CHAI1230,2026-05-31,Sunday,18,Indore,Kesar Chai,Medium,4,55,0,220.0,UPI,Student,Dine-in,Cloudy,25.7,4.0,10.1,Less,Toned,No
CHAI1231,2026-01-02,Friday,20,Jaipur,Green Tea,Medium,4,50,0,200.0,UPI,Tourist,Takeaway,Hot,39.9,4.0,8.3,Normal,Toned,Yes
CHAI1232,2026-05-14,Thursday,12,Kota,Adrak Chai,Medium,1,35,0,35.0,UPI,Office Worker,Delivery,Rainy,21.6,,7.8,No Sugar,Regular,No
CHAI1233,2026-04-25,Saturday,13,Pune,Kesar Chai,Large,2,65,10,117.0,Wallet,Tourist,Dine-in,Sunny,27.1,2.0,8.4,Normal,No Milk,No
CHAI1234,2026-01-12,Monday,15,Delhi,Lemon Tea,Large,1,50,0,50.0,Card,Office Worker,Delivery,Hot,,5.0,10.0,Extra,Regular,Yes
CHAI1235,2026-05-18,Monday,7,Mumbai,Kulhad Chai,Medium,4,45,0,180.0,UPI,Tourist,Dine-in,Sunny,26.1,3.0,12.5,Normal,No Milk,No
CHAI1236,2026-04-26,Sunday,7,Delhi,Kulhad Chai,Medium,1,45,0,45.0,Cash,Other,Dine-in,Hot,40.4,5.0,4.0,Normal,Regular,No
CHAI1237,2026-04-23,Thursday,19,Udaipur,Kulhad Chai,Medium,2,45,0,90.0,UPI,Office Worker,Dine-in,Cold,16.0,5.0,5.0,Normal,Regular,Yes
CHAI1238,2026-02-01,Sunday,9,Delhi,Masala Chai,Small,2,25,0,50.0,UPI,Tourist,Dine-in,Hot,33.9,5.0,5.4,Less,Regular,No
CHAI1239,2026-06-15,Monday,12,Delhi,Adrak Chai,Small,1,25,5,23.75,UPI,Other,Takeaway,Rainy,19.3,3.0,8.6,Less,Full Cream,No
CHAI1240,2026-04-26,Sunday,9,Mumbai,Green Tea,Medium,1,50,0,50.0,Cash,Tourist,Takeaway,Cold,8.0,4.0,9.7,Extra,,No
CHAI1241,2026-02-04,Wednesday,17,Ahmedabad,Green Tea,Large,1,60,10,54.0,Cash,Local,Takeaway,Cloudy,26.7,5.0,4.3,Less,Full Cream,Yes
CHAI1242,2026-01-20,Tuesday,11,Kota,Masala Chai,Large,2,45,20,72.0,Cash,Office Worker,Delivery,Hot,38.5,4.0,10.7,Normal,No Milk,Yes
CHAI1243,2026-05-31,Sunday,20,Delhi,Lemon Tea,Small,2,30,20,48.0,UPI,Other,Dine-in,Cloudy,30.6,5.0,10.5,Less,No Milk,Yes
CHAI1244,2026-02-15,Sunday,12,Ahmedabad,Elaichi Chai,Medium,2,40,5,76.0,UPI,Local,Dine-in,Rainy,20.3,4.0,10.8,Extra,No Milk,No
CHAI1245,2026-01-12,Monday,9,Indore,Masala Chai,Large,1,45,0,45.0,Card,Tourist,Takeaway,Hot,36.5,4.0,11.1,No Sugar,Full Cream,No
CHAI1246,2026-02-27,Friday,14,Udaipur,Kulhad Chai,Medium,3,45,0,135.0,Cash,Other,Dine-in,Cloudy,21.8,5.0,6.3,Less,Toned,No
CHAI1247,2026-06-04,Thursday,10,Ahmedabad,Adrak Chai,Medium,1,35,5,33.25,Cash,Local,Takeaway,Cold,13.9,4.0,5.2,Less,Toned,Yes
CHAI1248,2026-06-11,Thursday,16,Mumbai,Masala Chai,Large,1,45,5,42.75,UPI,Office Worker,Takeaway,Cold,17.7,5.0,9.6,Normal,Regular,Yes
CHAI1249,2026-04-25,Saturday,16,Kota,Chocolate Chai,Large,1,70,0,70.0,Cash,Other,Delivery,Cloudy,27.3,5.0,6.1,Extra,Regular,Yes
CHAI1250,2026-04-07,Tuesday,21,Kota,Kulhad Chai,Small,1,35,0,35.0,Card,Other,Dine-in,Cold,14.1,,7.5,No Sugar,Regular,No
CHAI1251,2026-06-18,Thursday,20,Jaipur,Elaichi Chai,Large,2,50,0,100.0,Card,Local,Takeaway,Rainy,18.4,4.0,10.9,Extra,Full Cream,Yes
CHAI1252,2026-04-19,Sunday,7,Delhi,Elaichi Chai,Small,2,30,10,54.0,UPI,Other,Dine-in,Cloudy,,4.0,4.8,No Sugar,No Milk,Yes
CHAI1253,2026-06-26,Friday,13,Kota,Green Tea,Medium,1,50,5,47.5,Cash,Tourist,Dine-in,Hot,38.8,5.0,6.6,Less,No Milk,No
CHAI1254,2026-02-15,Sunday,18,Indore,Green Tea,Medium,2,50,10,90.0,Cash,Local,Takeaway,Sunny,26.8,5.0,4.6,Extra,Full Cream,Yes
CHAI1255,2026-02-11,Wednesday,8,Delhi,Kulhad Chai,Large,1,55,0,55.0,Card,Local,Delivery,Cold,8.6,3.0,3.3,Extra,No Milk,No
CHAI1256,2026-06-02,Tuesday,11,Udaipur,Masala Chai,Large,3,45,10,121.5,UPI,Office Worker,Delivery,Hot,34.3,4.0,10.7,Less,Regular,No
CHAI1257,2026-03-03,Tuesday,16,Indore,Masala Chai,Large,1,45,0,45.0,Cash,Tourist,Takeaway,Cold,10.0,5.0,11.3,Normal,Full Cream,No
CHAI1258,2026-03-12,Thursday,8,Kota,Kesar Chai,Medium,1,55,0,55.0,Cash,Tourist,Dine-in,Hot,38.7,4.0,4.1,Normal,Full Cream,No
CHAI1259,2026-04-07,Tuesday,8,Udaipur,Chocolate Chai,Medium,2,60,0,120.0,Cash,Other,Delivery,Cold,10.6,5.0,5.7,Less,Full Cream,No
CHAI1260,2026-04-01,Wednesday,14,Indore,Masala Chai,Medium,1,35,0,35.0,UPI,Tourist,Dine-in,Cloudy,23.5,4.0,4.6,Less,No Milk,Yes
CHAI1261,2026-03-02,Monday,8,Pune,Kesar Chai,Large,1,65,5,61.75,Card,Other,Dine-in,Sunny,35.0,5.0,8.5,No Sugar,No Milk,No
CHAI1262,2026-06-08,Monday,19,Indore,Green Tea,Medium,5,50,0,250.0,UPI,Other,Dine-in,Cloudy,26.3,5.0,10.1,No Sugar,Full Cream,No
CHAI1263,2026-06-25,Thursday,13,Udaipur,Elaichi Chai,Medium,1,40,0,40.0,UPI,Student,Dine-in,Cloudy,26.4,4.0,5.3,Normal,,No
CHAI1264,2026-05-01,Friday,11,Pune,Green Tea,Medium,2,50,0,100.0,UPI,Tourist,Dine-in,Cold,12.5,5.0,9.9,No Sugar,Full Cream,Yes
CHAI1265,2026-05-23,Saturday,9,Mumbai,Kulhad Chai,Large,1,55,10,49.5,UPI,Student,Dine-in,Cold,18.0,4.0,9.5,Extra,Full Cream,No
CHAI1266,2026-05-24,Sunday,14,Jaipur,Masala Chai,Medium,2,35,0,70.0,UPI,Tourist,Takeaway,Sunny,,4.0,8.7,Normal,Full Cream,Yes
CHAI1267,2026-04-16,Thursday,12,Pune,Adrak Chai,Medium,2,35,0,70.0,cash,Other,Dine-in,Rainy,21.3,5.0,37.5,No Sugar,No Milk,No
CHAI1268,2026-04-29,Wednesday,8,Ahmedabad,Elaichi Chai,Large,2,50,0,100.0,UPI,Other,Takeaway,Sunny,25.9,4.0,6.3,Normal,No Milk,No
CHAI1269,2026-04-24,Friday,18,Udaipur,Green Tea,Medium,2,50,0,100.0,UPI,Office Worker,Delivery,Cloudy,22.6,5.0,10.4,Less,Toned,No
CHAI1270,2026-01-27,Tuesday,8, jaipur ,Adrak Chai,Small,3,25,0,75.0,UPI,Local,Takeaway,Sunny,27.1,5.0,12.4,Normal,Toned,Yes
CHAI1271,2026-03-14,Saturday,20,Mumbai,Chocolate Chai,Medium,1,60,20,48.0,UPI,Tourist,Delivery,Rainy,22.8,4.0,5.5,Extra,Toned,Yes
CHAI1272,2026-06-01,Monday,14,Kota,Chocolate Chai,Medium,2,60,10,108.0,Cash,Other,Dine-in,Rainy,23.4,4.0,7.0,Normal,Toned,No
CHAI1273,2026-01-03,Saturday,19,Mumbai,Masala Chai,Medium,2,35,0,70.0,UPI,Local,Takeaway,Cold,12.8,4.0,6.3,Less,Regular,No
CHAI1274,2026-02-18,Wednesday,11,Pune,Kulhad Chai,Large,1,55,5,52.25,UPI,Local,Delivery,Cloudy,20.9,4.0,10.2,Normal,Full Cream,No
CHAI1275,2026-04-16,Thursday,18,Indore,Kesar Chai,Large,1,65,0,65.0,UPI,Local,Takeaway,Rainy,24.2,1.0,3.4,No Sugar,Toned,Yes
CHAI1276,2026-03-14,Saturday,12,Jaipur,Lemon Tea,Small,1,30,10,27.0,UPI,Office Worker,Dine-in,Cloudy,,4.0,6.3,No Sugar,Full Cream,Yes
CHAI1277,2026-02-07,Saturday,8,Udaipur,Masala Chai,Small,1,25,5,23.75,UPI,Tourist,Takeaway,Sunny,35.7,4.0,11.8,Less,Regular,Yes
CHAI1278,2026-04-28,Tuesday,17,Udaipur,Adrak Chai,Medium,5,35,10,157.5,UPI,Tourist,Delivery,Cloudy,28.0,,6.9,Extra,Full Cream,
CHAI1279,2026-04-03,Friday,19,Delhi,Masala Chai,Large,1,45,0,45.0,UPI,Local,Dine-in,Cloudy,23.0,5.0,3.1,No Sugar,No Milk,Yes
CHAI1280,2026-04-06,Monday,18,Ahmedabad,Adrak Chai,Small,2,25,0,50.0,Card,Student,Dine-in,Cloudy,25.9,4.0,6.6,Normal,No Milk,Yes
CHAI1281,2026-01-06,Tuesday,18,Jaipur,Kulhad Chai,Medium,1,45,0,45.0,UPI,Local,Takeaway,Hot,37.9,4.0,5.9,Extra,Full Cream,Yes
CHAI1282,2026-01-18,Sunday,21,Ahmedabad,Elaichi Chai,Medium,3,40,10,108.0,UPI,Other,Dine-in,Cloudy,20.2,,6.5,No Sugar,No Milk,Yes
CHAI1283,2026-05-15,Friday,17,Indore,Chocolate Chai,Medium,1,60,10,54.0,UPI,Tourist,Dine-in,Hot,32.8,3.0,10.9,Less,Regular,No
CHAI1284,2026-02-19,Thursday,11,Kota,Adrak Chai,Small,2,25,0,50.0,Cash,Other,Takeaway,Hot,32.6,5.0,3.8,Less,No Milk,Yes
CHAI1285,2026-04-30,Thursday,15,Kota,Masala Chai,Medium,2,35,0,70.0,Card,Student,Delivery,Rainy,18.4,4.0,,No Sugar,Regular,Yes
CHAI1286,2026-05-17,Sunday,13,Pune,Kulhad Chai,Small,2,35,10,63.0,Cash,Office Worker,Takeaway,Hot,41.0,4.0,9.8,Extra,Regular,Yes
CHAI1287,2026-02-16,Monday,20,Udaipur,Kulhad Chai,Medium,2,45,10,81.0,Card,Tourist,Takeaway,Rainy,21.7,4.0,10.2,Less,Toned,No
CHAI1288,2026-05-21,Thursday,7,Kota,Lemon Tea,Medium,1,40,20,32.0,UPI,Student,Delivery,Hot,38.2,4.0,5.7,Less,Toned,No
CHAI1289,2026-01-06,Tuesday,11,Mumbai,Lemon Tea,Large,2,50,5,95.0,UPI,Local,Dine-in,Cloudy,24.0,4.0,11.0,No Sugar,No Milk,Yes
CHAI1290,2026-01-20,Tuesday,13,Delhi,Green Tea,Medium,1,50,0,50.0,Cash,Tourist,Dine-in,Hot,32.9,5.0,6.1,Extra,No Milk,Yes
CHAI1291,2026-02-28,Saturday,9,Jaipur,Masala Chai,Medium,2,35,5,66.5,UPI,Student,Dine-in,Hot,35.9,3.0,9.8,Extra,No Milk,Yes
CHAI1292,2026-02-26,Thursday,15,Mumbai,Kulhad Chai,Small,1,35,0,35.0,UPI,Local,Takeaway,Sunny,28.8,4.0,10.0,Less,Toned,No
CHAI1293,2026-05-24,Sunday,11,Pune,Kesar Chai,Medium,2,55,0,110.0,Cash,Other,Dine-in,Sunny,33.3,5.0,4.5,Extra,No Milk,No
CHAI1294,2026-03-31,Tuesday,20,Jaipur,Kesar Chai,Small,2,45,0,90.0,Cash,Office Worker,Delivery,Hot,43.9,3.0,4.1,Less,Toned,No
CHAI1295,2026-02-09,Monday,11,Mumbai,Adrak Chai,Small,1,25,0,25.0,Card,Tourist,Dine-in,Sunny,29.4,4.0,7.8,Less,Full Cream,No
CHAI1296,2026-06-09,Tuesday,7,Kota,Elaichi Chai,Medium,2,40,10,72.0,Cash,Other,Dine-in,Cloudy,23.1,4.0,4.2,No Sugar,Regular,No
CHAI1297,2026-06-19,Friday,10,Ahmedabad,Lemon Tea,Medium,4,40,0,160.0,Card,Student,Dine-in,Cold,17.8,5.0,13.2,Extra,Regular,Yes
CHAI1298,2026-02-20,Friday,13,Jaipur,Chocolate Chai,Medium,2,60,0,120.0,UPI,Other,Dine-in,Cold,15.4,5.0,6.9,Normal,Toned,No
CHAI1299,2026-01-16,Friday,21,Jaipur,Lemon Tea,Large,3,50,0,150.0,Card,Tourist,Dine-in,Rainy,21.9,5.0,9.1,Less,No Milk,Yes
CHAI1300,2026-05-27,Wednesday,16,Ahmedabad,Elaichi Chai,Medium,1,40,10,36.0,UPI,Office Worker,Dine-in,Cloudy,26.0,5.0,5.8,Less,No Milk,Yes
CHAI1301,2026-06-17,Wednesday,21,Delhi,Elaichi Chai,Small,2,30,20,48.0,UPI,Office Worker,Takeaway,Rainy,27.7,4.0,10.4,Normal,Toned,Yes
CHAI1302,2026-01-28,Wednesday,10,Indore,Elaichi Chai,Small,2,30,0,60.0,Cash,Other,Dine-in,Cloudy,27.6,5.0,8.0,Extra,Full Cream,Yes
CHAI1303,2026-04-10,Friday,10,Pune,Chocolate Chai,Medium,1,60,20,48.0,UPI,Student,Delivery,Cold,15.4,5.0,3.6,Extra,No Milk,No
CHAI1304,2026-04-28,Tuesday,16,Kota,Kesar Chai,Medium,2,55,5,104.5,Cash,Local,Takeaway,Hot,38.4,5.0,4.0,No Sugar,No Milk,No
CHAI1305,2026-01-11,Sunday,10,Jaipur,Kesar Chai,Medium,1,55,0,55.0,Cash,Other,Takeaway,Sunny,27.5,4.0,10.4,Extra,Toned,No
CHAI1306,2026-03-17,Tuesday,8,Udaipur,Masala Chai,Medium,3,35,5,99.75,Card,Local,Dine-in,Hot,34.2,5.0,,Extra,No Milk,No
CHAI1307,2026-04-26,Sunday,18,Pune,Masala Chai,Small,2,25,0,50.0,Card,Student,Dine-in,Cloudy,28.1,5.0,9.4,No Sugar,No Milk,Yes
